source,target,weight,layer
IL1R1,IL1RN,0.999,DEG_HTN
IL1R1,IL1R2,0.997,DEG_HTN
IL1R1,TLR1,0.763,DEG_HTN
IL1R1,TLR7,0.762,DEG_HTN
IL1R1,TLR5,0.838,DEG_HTN
IL1R2,IL1RN,0.995,DEG_HTN
IL1R2,IL1R1,0.997,DEG_HTN
IL1RN,FPR1,0.75,DEG_HTN
IL1RN,IL1R2,0.995,DEG_HTN
IL1RN,IL1R1,0.999,DEG_HTN
IL21R,CD27,0.732,DEG_HTN
IL21R,CD19,0.823,DEG_HTN
IL21R,CD8A,0.768,DEG_HTN
ING1,H3-3B,0.981,DEG_HTN
ING1,SAP30L,0.91,DEG_HTN
ING1,HDAC1,0.997,DEG_HTN
INTS11,POLR2I,0.889,DEG_HTN
INTS11,INTS12,0.995,DEG_HTN
INTS11,POLR2H,0.812,DEG_HTN
INTS11,POLR2E,0.857,DEG_HTN
INTS11,INTS14,0.968,DEG_HTN
INTS12,INTS14,0.951,DEG_HTN
INTS12,INTS11,0.995,DEG_HTN
INTS14,INTS12,0.951,DEG_HTN
INTS14,INTS11,0.968,DEG_HTN
IP6K1,ITPKA,0.739,DEG_HTN
IP6K1,EXOSC7,0.769,DEG_HTN
IP6K1,IP6K2,0.931,DEG_HTN
IP6K2,IP6K1,0.931,DEG_HTN
IPO9,TNPO3,0.722,DEG_HTN
IQGAP1,MYH9,0.82,DEG_HTN
IQGAP1,RAC2,0.976,DEG_HTN
IQGAP1,PSMD11,0.792,DEG_HTN
IQGAP1,ARRB2,0.705,DEG_HTN
IQGAP1,ARRB1,0.716,DEG_HTN
IQGAP1,CXCR2,0.77,DEG_HTN
IQGAP1,KSR1,0.813,DEG_HTN
IQGAP1,EGFR,0.85,DEG_HTN
IQGAP1,EZR,0.938,DEG_HTN
IRF8,PTPRC,0.726,DEG_HTN
IRF8,PAX5,0.728,DEG_HTN
IRS4,PRKCD,0.909,DEG_HTN
IRS4,IKBKB,0.911,DEG_HTN
IRS4,IGF1R,0.968,DEG_HTN
IRS4,GRB2,0.996,DEG_HTN
IST1,CHMP7,0.949,DEG_HTN
ITGB1BP1,MAP3K3,0.834,DEG_HTN
ITGB3BP,OIP5,0.703,DEG_HTN
ITGB3BP,CENPA,0.946,DEG_HTN
ITGB3BP,H4C4,0.8,DEG_HTN
ITGB5,COL1A1,0.859,DEG_HTN
ITGB5,IBSP,0.909,DEG_HTN
ITGB5,ITGB7,0.911,DEG_HTN
ITGB5,PXN,0.901,DEG_HTN
ITGB5,COL6A3,0.835,DEG_HTN
ITGB5,POSTN,0.738,DEG_HTN
ITGB5,LAMB2,0.747,DEG_HTN
ITGB5,COL4A2,0.857,DEG_HTN
ITGB5,PAK4,0.909,DEG_HTN
ITGB7,COL1A1,0.708,DEG_HTN
ITGB7,COL6A3,0.709,DEG_HTN
ITGB7,PRKCB,0.712,DEG_HTN
ITGB7,ITGB5,0.911,DEG_HTN
ITPKA,PLCG2,0.728,DEG_HTN
ITPKA,IP6K1,0.739,DEG_HTN
ITPR1,PDK4,0.825,DEG_HTN
ITPR1,ANK1,0.964,DEG_HTN
ITPR1,GNB2,0.704,DEG_HTN
ITPR1,ERLIN1,0.715,DEG_HTN
ITPR1,HSPA5,0.782,DEG_HTN
ITPR1,KAT5,0.907,DEG_HTN
ITPR1,PRKCB,0.937,DEG_HTN
ITPR1,PRKCA,0.937,DEG_HTN
ITPR1,PLCG2,0.962,DEG_HTN
ITPR1,ATXN2,0.996,DEG_HTN
ITSN1,CLTA,0.824,DEG_HTN
ITSN1,TRIP10,0.752,DEG_HTN
ITSN1,RHOG,0.779,DEG_HTN
ITSN1,AMPH,0.929,DEG_HTN
ITSN1,MCF2,0.743,DEG_HTN
ITSN1,PICALM,0.763,DEG_HTN
ITSN1,CLTC,0.912,DEG_HTN
ITSN2,CLTA,0.892,DEG_HTN
ITSN2,EGFR,0.7,DEG_HTN
ITSN2,TRIP10,0.86,DEG_HTN
ITSN2,NUMB,0.715,DEG_HTN
ITSN2,PICALM,0.719,DEG_HTN
ITSN2,MCF2,0.736,DEG_HTN
ITSN2,CLTC,0.873,DEG_HTN
ITSN2,AMPH,0.908,DEG_HTN
KARS1,CARS2,0.809,DEG_HTN
KARS1,MARS1,0.999,DEG_HTN
KARS1,DARS1,0.996,DEG_HTN
KARS1,EEF2,0.739,DEG_HTN
KARS1,VARS1,0.978,DEG_HTN
KARS1,AIMP1,0.997,DEG_HTN
KAT5,MYOD1,0.717,DEG_HTN
KAT5,H3-3B,0.915,DEG_HTN
KAT5,BRD8,0.998,DEG_HTN
KAT5,MDM2,0.915,DEG_HTN
KAT5,SRCAP,0.984,DEG_HTN
KAT5,ITPR1,0.907,DEG_HTN
KAT5,FOXO3,0.829,DEG_HTN
KAT5,XRCC5,0.706,DEG_HTN
KAT5,XRCC6,0.751,DEG_HTN
KAT5,CHEK1,0.759,DEG_HTN
KAT5,E2F1,0.783,DEG_HTN
KAT5,HDAC1,0.985,DEG_HTN
KAT6A,H3-3B,0.991,DEG_HTN
KAT6A,HDAC1,0.779,DEG_HTN
KAT6A,KMT2A,0.826,DEG_HTN
KCNA1,STX1A,0.908,DEG_HTN
KCNE2,CAV3,0.792,DEG_HTN
KDM5B,H3-3B,0.707,DEG_HTN
KDM5B,CBX3,0.726,DEG_HTN
KDM5B,PAX9,0.876,DEG_HTN
KDM5B,HDAC1,0.986,DEG_HTN
KDM5C,USP9X,0.751,DEG_HTN
KDM5C,UBA1,0.797,DEG_HTN
KDM5C,USP9Y,0.722,DEG_HTN
KDM5C,PHF8,0.713,DEG_HTN
KDM5C,HDAC1,0.969,DEG_HTN
KDM5C,ZMYND8,0.887,DEG_HTN
KHDRBS2,KHDRBS3,0.835,DEG_HTN
KHDRBS3,KHDRBS2,0.835,DEG_HTN
KHSRP,HNRNPL,0.766,DEG_HTN
KHSRP,NONO,0.732,DEG_HTN
KHSRP,U2AF1,0.709,DEG_HTN
KHSRP,HNRNPD,0.929,DEG_HTN
KHSRP,MAPK11,0.81,DEG_HTN
KHSRP,HNRNPA1,0.964,DEG_HTN
KHSRP,HNRNPA2B1,0.74,DEG_HTN
KHSRP,YWHAZ,0.946,DEG_HTN
KHSRP,PUF60,0.767,DEG_HTN
KHSRP,DROSHA,0.985,DEG_HTN
KIF20B,KIF22,0.748,DEG_HTN
KIF20B,CYP2C18,0.756,DEG_HTN
KIF20B,DEPDC1,0.704,DEG_HTN
KIF22,KIF20B,0.748,DEG_HTN
KLF2,CCR7,0.804,DEG_HTN
KLF2,CD8A,0.732,DEG_HTN
KLF2,FOXO1,0.733,DEG_HTN
KLF2,MAPK7,0.752,DEG_HTN
KLF2,SELL,0.785,DEG_HTN
KLHDC3,ELOC,0.906,DEG_HTN
KMT2A,H3-3B,0.985,DEG_HTN
KMT2A,ELL,0.846,DEG_HTN
KMT2A,KAT6A,0.826,DEG_HTN
KMT2A,RPS27A,0.827,DEG_HTN
KMT2A,GATA2,0.726,DEG_HTN
KMT2A,PHF8,0.882,DEG_HTN
KMT2A,MLLT11,0.859,DEG_HTN
KMT2A,SET,0.743,DEG_HTN
KMT2A,HDAC1,0.809,DEG_HTN
KMT2A,LAS1L,0.912,DEG_HTN
KMT2A,PBX1,0.775,DEG_HTN
KMT2A,UBC,0.825,DEG_HTN
KMT2A,H4C4,0.829,DEG_HTN
KRT17,EGFR,0.772,DEG_HTN
KRT18,EGFR,0.84,DEG_HTN
KRT18,YWHAZ,0.809,DEG_HTN
KRT7,PIP,0.848,DEG_HTN
KRT7,MME,0.804,DEG_HTN
KSR1,IQGAP1,0.813,DEG_HTN
KSR1,HSP90AA1,0.79,DEG_HTN
KSR1,ARRB2,0.716,DEG_HTN
KSR1,ARRB1,0.75,DEG_HTN
LAMB2,ITGB5,0.747,DEG_HTN
LAMB2,DAG1,0.763,DEG_HTN
LAPTM5,CORO1A,0.729,DEG_HTN
LAPTM5,ARHGDIB,0.795,DEG_HTN
LAPTM5,SRGN,0.773,DEG_HTN
LAPTM5,NCKAP1L,0.868,DEG_HTN
LAPTM5,SASH3,0.719,DEG_HTN
LAPTM5,HCK,0.733,DEG_HTN
LAPTM5,CD63,0.734,DEG_HTN
LAPTM5,HCLS1,0.812,DEG_HTN
LAS1L,WDR3,0.737,DEG_HTN
LAS1L,FTSJ3,0.704,DEG_HTN
LAS1L,KMT2A,0.912,DEG_HTN
LDB1,RLIM,0.917,DEG_HTN
LDB1,LMO1,0.996,DEG_HTN
LDB1,GATA2,0.994,DEG_HTN
LDB1,TRIM33,0.73,DEG_HTN
LDB1,QRSL1,0.8,DEG_HTN
LDB1,LMO4,0.979,DEG_HTN
LDB1,LHX3,0.999,DEG_HTN
LDB1,SSBP2,0.997,DEG_HTN
LDHAL6B,FH,0.726,DEG_HTN
LDHAL6B,CKMT2,0.74,DEG_HTN
LDHAL6B,CTH,0.838,DEG_HTN
LDHAL6B,ALDOA,0.893,DEG_HTN
LDHAL6B,TKT,0.915,DEG_HTN
LDHAL6B,MPST,0.922,DEG_HTN
LDHAL6B,H6PD,0.926,DEG_HTN
LEF1,SMAD2,0.978,DEG_HTN
LEF1,E2F1,0.732,DEG_HTN
LEF1,PAX5,0.739,DEG_HTN
LEF1,BTRC,0.744,DEG_HTN
LEF1,MSX1,0.829,DEG_HTN
LEF1,TCF7,0.851,DEG_HTN
LEF1,HDAC1,0.966,DEG_HTN
LEFTY1,ACVR2B,0.921,DEG_HTN
LEFTY1,LEFTY2,0.965,DEG_HTN
LEFTY2,LEFTY1,0.965,DEG_HTN
LEFTY2,ACVR2B,0.951,DEG_HTN
LEFTY2,FOXA2,0.709,DEG_HTN
LEPR,SNX1,0.774,DEG_HTN
LGALS13,ENDOU,0.71,DEG_HTN
LHX3,RLIM,0.779,DEG_HTN
LHX3,LDB1,0.999,DEG_HTN
LIG3,NEIL1,0.861,DEG_HTN
LIG3,XRCC6,0.994,DEG_HTN
LIG3,TOP1,0.811,DEG_HTN
LIG3,XRCC5,0.964,DEG_HTN
LIN7A,NRXN2,0.706,DEG_HTN
LIN7A,GRIN2B,0.937,DEG_HTN
LIPF,PGA3,0.704,DEG_HTN
LIPF,ACSL1,0.703,DEG_HTN
LMO1,TLX3,0.824,DEG_HTN
LMO1,GATA2,0.798,DEG_HTN
LMO1,LDB1,0.996,DEG_HTN
LMO4,SSBP2,0.853,DEG_HTN
LMO4,LDB1,0.979,DEG_HTN
LONP2,CRBN,0.856,DEG_HTN
LONP2,CLPP,0.799,DEG_HTN
LONP2,CCT5,0.711,DEG_HTN
LSM2,RBM22,0.868,DEG_HTN
LSM2,SNRPB2,0.992,DEG_HTN
LSM2,LSM3,0.999,DEG_HTN
LSM2,USP39,0.99,DEG_HTN
LSM2,SNRNP200,0.999,DEG_HTN
LSM2,SF3B2,0.994,DEG_HTN
LSM2,NCBP2,0.86,DEG_HTN
LSM2,SNRPD2,0.999,DEG_HTN
LSM2,RNF113A,0.908,DEG_HTN
LSM2,BUD31,0.867,DEG_HTN
LSM2,SNW1,0.88,DEG_HTN
LSM2,DHX16,0.952,DEG_HTN
LSM2,IK,0.983,DEG_HTN
LSM2,LSM5,0.999,DEG_HTN
LSM3,RBM22,0.809,DEG_HTN
LSM3,SNRPB2,0.992,DEG_HTN
LSM3,NCBP2,0.874,DEG_HTN
LSM3,RNF113A,0.901,DEG_HTN
LSM3,BUD31,0.902,DEG_HTN
LSM3,SNW1,0.904,DEG_HTN
LSM3,DHX16,0.915,DEG_HTN
LSM3,USP39,0.979,DEG_HTN
LSM3,IK,0.98,DEG_HTN
LSM3,SF3B2,0.995,DEG_HTN
LSM3,SNRNP200,0.998,DEG_HTN
LSM3,SNRPD2,0.999,DEG_HTN
LSM3,LSM2,0.999,DEG_HTN
LSM3,LSM5,0.999,DEG_HTN
LSM5,RBM22,0.837,DEG_HTN
LSM5,SNRPB2,0.992,DEG_HTN
LSM5,LSM3,0.999,DEG_HTN
LSM5,USP39,0.979,DEG_HTN
LSM5,SNRNP200,0.999,DEG_HTN
LSM5,SF3B2,0.989,DEG_HTN
LSM5,NCBP2,0.889,DEG_HTN
LSM5,SNRPD2,0.999,DEG_HTN
LSM5,RNF113A,0.913,DEG_HTN
LSM5,LSM2,0.999,DEG_HTN
LSM5,DHX16,0.956,DEG_HTN
LSM5,BUD31,0.841,DEG_HTN
LSM5,IK,0.98,DEG_HTN
LSM5,SNW1,0.862,DEG_HTN
LTB,TNFRSF1A,0.803,DEG_HTN
LTB,CCR7,0.814,DEG_HTN
LTB,TNFSF14,0.75,DEG_HTN
LUM,COL1A1,0.981,DEG_HTN
LUM,MDM2,0.903,DEG_HTN
LUM,VCAN,0.71,DEG_HTN
LUM,MFAP4,0.732,DEG_HTN
LUM,COL6A3,0.853,DEG_HTN
LUM,POSTN,0.913,DEG_HTN
LUM,COL11A1,0.949,DEG_HTN
LY86,CD180,0.999,DEG_HTN
LYN,SKAP2,0.781,DEG_HTN
LYN,CD22,0.97,DEG_HTN
LYN,BLNK,0.999,DEG_HTN
LYN,PXN,0.829,DEG_HTN
LYN,EGFR,0.859,DEG_HTN
LYN,MS4A2,0.958,DEG_HTN
LYN,CD19,0.999,DEG_HTN
LYN,HCLS1,0.959,DEG_HTN
LYN,HSP90AA1,0.809,DEG_HTN
LYN,FCGR1A,0.939,DEG_HTN
LYN,GNAI3,0.913,DEG_HTN
LYN,VAV3,0.796,DEG_HTN
LYN,FGR,0.743,DEG_HTN
LYN,HCK,0.986,DEG_HTN
LYN,GRB2,0.866,DEG_HTN
LYN,CD79B,0.997,DEG_HTN
LYN,PRKCA,0.914,DEG_HTN
LYN,PTPRC,0.981,DEG_HTN
LYN,MME,0.744,DEG_HTN
LYN,PECAM1,0.802,DEG_HTN
LYN,DOCK2,0.927,DEG_HTN
LYN,PRKCB,0.947,DEG_HTN
LYN,PLCG2,0.961,DEG_HTN
LYRM4,ACO2,0.842,DEG_HTN
LYRM4,NUBP1,0.733,DEG_HTN
LYRM4,NFS1,0.999,DEG_HTN
LYRM4,NFU1,0.817,DEG_HTN
LYRM4,SCLY,0.788,DEG_HTN
MAGED1,UBXN1,0.994,DEG_HTN
MAGED1,MAGED2,0.771,DEG_HTN
MAGED2,GNAL,0.748,DEG_HTN
MAGED2,MAGED1,0.771,DEG_HTN
MAP3K3,ITGB1BP1,0.834,DEG_HTN
MAP3K3,IKBKB,0.959,DEG_HTN
MAP3K5,TRAF5,0.826,DEG_HTN
MAP3K5,GSTM1,0.85,DEG_HTN
MAP3K5,HSPA5,0.723,DEG_HTN
MAP3K5,MAPK11,0.928,DEG_HTN
MAP3K5,ATF6,0.712,DEG_HTN
MAP3K5,FAS,0.784,DEG_HTN
MAP3K5,ARRB1,0.912,DEG_HTN
MAP3K5,YWHAZ,0.955,DEG_HTN
MAP3K5,ARRB2,0.987,DEG_HTN
MAPK11,GNB2,0.748,DEG_HTN
MAPK11,CARM1,0.914,DEG_HTN
MAPK11,NCF4,0.717,DEG_HTN
MAPK11,GNAI3,0.728,DEG_HTN
MAPK11,NCF2,0.802,DEG_HTN
MAPK11,KHSRP,0.81,DEG_HTN
MAPK11,ELK1,0.916,DEG_HTN
MAPK11,MAP3K5,0.928,DEG_HTN
MAPK11,FOXO3,0.929,DEG_HTN
MAPK11,FOXO1,0.929,DEG_HTN
MAPK7,KLF2,0.752,DEG_HTN
MAPRE1,PPP1R13L,0.809,DEG_HTN
MAPRE1,BUB3,0.78,DEG_HTN
MARC2,CYB5R3,0.7,DEG_HTN
MARC2,MOCS2,0.918,DEG_HTN
MARCKS,PRKCD,0.952,DEG_HTN
MARCKS,SYN3,0.814,DEG_HTN
MARCKS,GAP43,0.726,DEG_HTN
MARCKS,PRKCA,0.908,DEG_HTN
MARS1,CARS2,0.842,DEG_HTN
MARS1,EEF2,0.754,DEG_HTN
MARS1,RPL5,0.757,DEG_HTN
MARS1,VARS1,0.902,DEG_HTN
MARS1,MTR,0.946,DEG_HTN
MARS1,CTH,0.948,DEG_HTN
MARS1,DARS1,0.999,DEG_HTN
MARS1,KARS1,0.999,DEG_HTN
MARS1,AIMP1,0.999,DEG_HTN
MBD4,SMUG1,0.862,DEG_HTN
MBTPS1,C12orf49,0.799,DEG_HTN
MBTPS1,HSPA5,0.795,DEG_HTN
MBTPS1,ATF6B,0.786,DEG_HTN
MBTPS1,PCSK6,0.834,DEG_HTN
MBTPS1,ATF6,0.974,DEG_HTN
MCCC1,ECHS1,0.952,DEG_HTN
MCF2,PLEK,0.977,DEG_HTN
MCF2,EZR,0.836,DEG_HTN
MCF2,RHOG,0.85,DEG_HTN
MCF2,ITSN2,0.736,DEG_HTN
MCF2,ITSN1,0.743,DEG_HTN
MCF2,RDX,0.703,DEG_HTN
MCHR1,BBIP1,0.766,DEG_HTN
MCTS1,RPS27A,0.82,DEG_HTN
MCTS1,EIF1,0.785,DEG_HTN
MCTS1,RPS24,0.814,DEG_HTN
MCTS1,RPS6,0.819,DEG_HTN
MCTS1,RPS7,0.823,DEG_HTN
MCTS1,RACK1,0.841,DEG_HTN
MCUB,SETDB1,0.705,DEG_HTN
MDM2,CRBN,0.7,DEG_HTN
MDM2,PDGFRA,0.843,DEG_HTN
MDM2,XRCC6,0.715,DEG_HTN
MDM2,SLC35E3,0.732,DEG_HTN
MDM2,CUL1,0.741,DEG_HTN
MDM2,FOXO1,0.774,DEG_HTN
MDM2,RPS6,0.791,DEG_HTN
MDM2,EGFR,0.897,DEG_HTN
MDM2,LUM,0.903,DEG_HTN
MDM2,HSP90AA1,0.909,DEG_HTN
MDM2,KAT5,0.915,DEG_HTN
MDM2,RPS7,0.959,DEG_HTN
MDM2,BTRC,0.96,DEG_HTN
MDM2,HDAC1,0.963,DEG_HTN
MDM2,IGF1R,0.981,DEG_HTN
MDM2,ARRB2,0.987,DEG_HTN
MDM2,UBC,0.99,DEG_HTN
MDM2,ARRB1,0.99,DEG_HTN
MDM2,E2F1,0.992,DEG_HTN
MDM2,RPS27A,0.994,DEG_HTN
MDM2,FOXO3,0.995,DEG_HTN
MDM2,NUMB,0.998,DEG_HTN
MDM2,UBE2D2,0.999,DEG_HTN
MDM2,RPL11,0.999,DEG_HTN
MDM2,RPL5,0.999,DEG_HTN
MED28,POLR2I,0.842,DEG_HTN
MED28,GRB2,0.745,DEG_HTN
MED28,H4C4,0.8,DEG_HTN
MED28,GTF2H4,0.812,DEG_HTN
MED28,TAF11,0.82,DEG_HTN
MED28,GTF2A2,0.823,DEG_HTN
MED28,POLR2H,0.843,DEG_HTN
MED28,CCNH,0.905,DEG_HTN
MED28,MED7,0.998,DEG_HTN
MED28,POLR2E,0.998,DEG_HTN
MED7,POLR2I,0.99,DEG_HTN
MED7,MED28,0.998,DEG_HTN
MED7,GTF2H4,0.931,DEG_HTN
MED7,H4C4,0.82,DEG_HTN
MED7,TAF11,0.844,DEG_HTN
MED7,CCNH,0.876,DEG_HTN
MED7,GTF2A2,0.941,DEG_HTN
MED7,POLR2H,0.989,DEG_HTN
MED7,POLR2E,0.991,DEG_HTN
MELK,OIP5,0.842,DEG_HTN
MELK,DEPDC1,0.751,DEG_HTN
MELK,CHEK1,0.873,DEG_HTN
MELK,CENPA,0.882,DEG_HTN
METTL3,METTL5,0.824,DEG_HTN
METTL3,SMAD2,0.977,DEG_HTN
METTL3,HNRNPA2B1,0.879,DEG_HTN
METTL3,EIF3H,0.991,DEG_HTN
METTL5,METTL3,0.824,DEG_HTN
MFAP4,LUM,0.732,DEG_HTN
MGAM,PYGL,0.97,DEG_HTN
MGAM,CLEC5A,0.74,DEG_HTN
MGAM,HK1,0.922,DEG_HTN
MGMT,EGFR,0.821,DEG_HTN
MID1,IGBP1,0.954,DEG_HTN
MID1,UBE2D2,0.807,DEG_HTN
MKKS,CCT5,0.99,DEG_HTN
MLLT11,KMT2A,0.859,DEG_HTN
MME,CD22,0.841,DEG_HTN
MME,CD19,0.954,DEG_HTN
MME,KRT7,0.804,DEG_HTN
MME,PAX5,0.843,DEG_HTN
MME,FCGR1A,0.746,DEG_HTN
MME,SDC1,0.714,DEG_HTN
MME,PRCP,0.952,DEG_HTN
MME,PTPRC,0.775,DEG_HTN
MME,LYN,0.744,DEG_HTN
MME,RDX,0.911,DEG_HTN
MMP11,COL11A1,0.732,DEG_HTN
MMP15,TIMP3,0.781,DEG_HTN
MMP15,GNAI3,0.903,DEG_HTN
MOCS2,UBA7,0.716,DEG_HTN
MOCS2,UBA1,0.716,DEG_HTN
MOCS2,MARC2,0.918,DEG_HTN
MOCS2,PEX19,0.766,DEG_HTN
MOCS2,MPST,0.871,DEG_HTN
MPHOSPH6,WDR43,0.717,DEG_HTN
MPHOSPH6,EXOSC7,0.999,DEG_HTN
MPI,GUSB,0.777,DEG_HTN
MPI,H6PD,0.83,DEG_HTN
MPI,FBP2,0.914,DEG_HTN
MPI,PFKM,0.936,DEG_HTN
MPI,HK1,0.951,DEG_HTN
MPST,ETHE1,0.977,DEG_HTN
MPST,LDHAL6B,0.922,DEG_HTN
MPST,CTH,0.998,DEG_HTN
MPST,NFS1,0.992,DEG_HTN
MPST,MOCS2,0.871,DEG_HTN
MPST,CBS,0.927,DEG_HTN
MPST,SCLY,0.747,DEG_HTN
MPST,SQOR,0.762,DEG_HTN
MRM2,BRIX1,0.736,DEG_HTN
MRM2,NSA2,0.768,DEG_HTN
MRM2,EBNA1BP2,0.783,DEG_HTN
MRM2,MRPL40,0.828,DEG_HTN
MRM2,NOC3L,0.84,DEG_HTN
MRM2,MRPL13,0.878,DEG_HTN
MRM2,MRPL24,0.904,DEG_HTN
MRM2,MTERF4,0.94,DEG_HTN
MRM2,MTG1,0.973,DEG_HTN
MRPL13,MRPS34,0.941,DEG_HTN
MRPL13,ACO2,0.869,DEG_HTN
MRPL13,MRM2,0.878,DEG_HTN
MRPL13,MTIF2,0.981,DEG_HTN
MRPL13,GUF1,0.783,DEG_HTN
MRPL13,OTUD3,0.72,DEG_HTN
MRPL13,EEF2,0.829,DEG_HTN
MRPL13,MTERF4,0.832,DEG_HTN
MRPL13,NSA2,0.858,DEG_HTN
MRPL13,RACK1,0.862,DEG_HTN
MRPL13,SRP54,0.878,DEG_HTN
MRPL13,MRPS31,0.893,DEG_HTN
MRPL13,MRPS27,0.905,DEG_HTN
MRPL13,MRPS22,0.933,DEG_HTN
MRPL13,RPS7,0.939,DEG_HTN
MRPL13,RPL15,0.965,DEG_HTN
MRPL13,RPS6,0.968,DEG_HTN
MRPL13,RPS24,0.97,DEG_HTN
MRPL13,RPL11,0.973,DEG_HTN
MRPL13,RPL5,0.975,DEG_HTN
MRPL13,MTG1,0.98,DEG_HTN
MRPL13,MRPL40,0.997,DEG_HTN
MRPL13,MRPS15,0.998,DEG_HTN
MRPL13,MRPL24,0.999,DEG_HTN
MRPL24,MRPS34,0.918,DEG_HTN
MRPL24,MRM2,0.904,DEG_HTN
MRPL24,MTIF2,0.978,DEG_HTN
MRPL24,MRPL13,0.999,DEG_HTN
MRPL24,EEF2,0.792,DEG_HTN
MRPL24,RPL15,0.971,DEG_HTN
MRPL24,MRPS31,0.874,DEG_HTN
MRPL24,MTG1,0.981,DEG_HTN
MRPL24,MRPL40,0.946,DEG_HTN
MRPL24,EBNA1BP2,0.768,DEG_HTN
MRPL24,SRP54,0.828,DEG_HTN
MRPL24,RACK1,0.836,DEG_HTN
MRPL24,NSA2,0.856,DEG_HTN
MRPL24,MTERF4,0.881,DEG_HTN
MRPL24,MRPS22,0.912,DEG_HTN
MRPL24,MRPS27,0.93,DEG_HTN
MRPL24,RPS7,0.955,DEG_HTN
MRPL24,RPS24,0.969,DEG_HTN
MRPL24,RPL5,0.971,DEG_HTN
MRPL24,RPS6,0.971,DEG_HTN
MRPL24,RPL11,0.975,DEG_HTN
MRPL24,MRPS15,0.992,DEG_HTN
MRPL40,MRPS34,0.927,DEG_HTN
MRPL40,ACO2,0.876,DEG_HTN
MRPL40,MRM2,0.828,DEG_HTN
MRPL40,MTIF2,0.787,DEG_HTN
MRPL40,MRPL13,0.997,DEG_HTN
MRPL40,MRPS31,0.908,DEG_HTN
MRPL40,MTG1,0.815,DEG_HTN
MRPL40,DROSHA,0.796,DEG_HTN
MRPL40,MTERF4,0.822,DEG_HTN
MRPL40,RPL11,0.908,DEG_HTN
MRPL40,MRPS27,0.909,DEG_HTN
MRPL40,MRPS22,0.926,DEG_HTN
MRPL40,MRPL24,0.946,DEG_HTN
MRPL40,MRPS15,0.994,DEG_HTN
MRPS15,MRPS34,0.996,DEG_HTN
MRPS15,ACO2,0.876,DEG_HTN
MRPS15,MTIF2,0.979,DEG_HTN
MRPS15,GUF1,0.705,DEG_HTN
MRPS15,MRPL13,0.998,DEG_HTN
MRPS15,EEF2,0.761,DEG_HTN
MRPS15,RPL15,0.972,DEG_HTN
MRPS15,MRPS31,0.996,DEG_HTN
MRPS15,MRPL40,0.994,DEG_HTN
MRPS15,MRPL24,0.992,DEG_HTN
MRPS15,RPL5,0.969,DEG_HTN
MRPS15,UTP11,0.725,DEG_HTN
MRPS15,SRP54,0.709,DEG_HTN
MRPS15,WDR43,0.771,DEG_HTN
MRPS15,RACK1,0.831,DEG_HTN
MRPS15,NSA2,0.924,DEG_HTN
MRPS15,RPS7,0.95,DEG_HTN
MRPS15,RPL11,0.967,DEG_HTN
MRPS15,RPS24,0.967,DEG_HTN
MRPS15,RPS6,0.972,DEG_HTN
MRPS15,MRPS22,0.998,DEG_HTN
MRPS15,MRPS27,0.999,DEG_HTN
MRPS22,MRPS34,0.999,DEG_HTN
MRPS22,MTIF2,0.944,DEG_HTN
MRPS22,MRPL13,0.933,DEG_HTN
MRPS22,MRPS31,0.998,DEG_HTN
MRPS22,MRPL40,0.926,DEG_HTN
MRPS22,MRPL24,0.912,DEG_HTN
MRPS22,MRPS15,0.998,DEG_HTN
MRPS22,MRPS27,0.999,DEG_HTN
MRPS27,MRPS34,0.998,DEG_HTN
MRPS27,MTIF2,0.914,DEG_HTN
MRPS27,MRPL13,0.905,DEG_HTN
MRPS27,MRPS31,0.995,DEG_HTN
MRPS27,MRPL40,0.909,DEG_HTN
MRPS27,MRPL24,0.93,DEG_HTN
MRPS27,MRPS15,0.999,DEG_HTN
MRPS27,MRPS22,0.999,DEG_HTN
MRPS31,MRPS34,0.996,DEG_HTN
MRPS31,MTIF2,0.921,DEG_HTN
MRPS31,MRPL13,0.893,DEG_HTN
MRPS31,MRPL24,0.874,DEG_HTN
MRPS31,MRPL40,0.908,DEG_HTN
MRPS31,MRPS27,0.995,DEG_HTN
MRPS31,MRPS15,0.996,DEG_HTN
MRPS31,MRPS22,0.998,DEG_HTN
MRPS34,MRPL24,0.918,DEG_HTN
MRPS34,MRPL40,0.927,DEG_HTN
MRPS34,MTIF2,0.939,DEG_HTN
MRPS34,MRPL13,0.941,DEG_HTN
MRPS34,MRPS31,0.996,DEG_HTN
MRPS34,MRPS15,0.996,DEG_HTN
MRPS34,MRPS27,0.998,DEG_HTN
MRPS34,MRPS22,0.999,DEG_HTN
MS4A2,GATA2,0.723,DEG_HTN
MS4A2,MS4A5,0.859,DEG_HTN
MS4A2,LYN,0.958,DEG_HTN
MS4A5,MS4A2,0.859,DEG_HTN
MSH3,PHF21A,0.744,DEG_HTN
MSH3,XPC,0.826,DEG_HTN
MSH3,RAD23B,0.87,DEG_HTN
MSH3,XRCC5,0.9,DEG_HTN
MSH3,XRCC6,0.929,DEG_HTN
MSRB2,CBS,0.721,DEG_HTN
MSX1,LEF1,0.829,DEG_HTN
MSX1,PAX9,0.983,DEG_HTN
MSX1,BMP2,0.797,DEG_HTN
MT1E,MT1F,0.797,DEG_HTN
MT1F,MT1E,0.797,DEG_HTN
MTERF4,MRM2,0.94,DEG_HTN
MTERF4,MRPL13,0.832,DEG_HTN
